,Set_1_A,MA_A,MB_A,Set_2_A,ATname_A,com_name_A,com_names_A,gene_fam_size_A,med_exp_level_A,max_exp_level_A,sim1_paralog_ks_A,ka_ks_evolve_rate_A,sim2_paralogs_max_perID_A,GO slimes_A,GO terms_A,Set_1_B,MA_B,MB_B,Set_2_B,ATname_B,com_name_B,com_names_B,gene_fam_size_B,med_exp_level_B,max_exp_level_B,sim1_paralog_ks_B,ka_ks_evolve_rate_B,sim2_paralogs_max_perID_B,GO slimes_B,GO terms_B,gene_fam_size_C,sim1_paralog_ks_C,med_exp_ratio_A/B,max_exp_ratio_A/B
70,134,AT1G19680,AT1G75400,134,AT1G19680,AT1G19680,at1g19680,4.0,231.7421091,1859.809528,0.7122,0.265796125,62.34,"['other cellular processes', 'other metabolic processes', 'catabolic process', 'response to chemical', 'anatomical structure development', 'multicellular organism development', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus', 'unknown molecular functions']","['organic cyclic compound biosynthetic process', 'molecular_function_unknown', 'regulation of RNA metabolic process', 'catabolic process', 'heterocycle biosynthetic process', 'aromatic compound biosynthetic process', 'regulation of gene expression', 'shoot system development', 'cellular nitrogen compound biosynthetic process', 'nucleus', 'response to lipid', 'oxoacid metabolic process', 'response to inorganic substance']",134,AT1G19680,AT1G75400,134,AT1G75400,AT1G75400,at1g75400,4.0,82.33222411,442.449604,0.7122,0.265796125,62.55,"['response to chemical', 'catabolic process', 'other metabolic processes', 'other cellular processes', 'response to light stimulus', 'protein metabolic process', 'response to stress', 'signal transduction', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'response to abiotic stimulus', 'unknown molecular functions']","['response to alcohol', 'organonitrogen compound catabolic process', 'response to osmotic stress', 'response to light stimulus', 'response to temperature stimulus', 'nucleus', 'signal transduction', 'response to water deprivation', 'regulation of DNA-templated transcription', 'molecular_function_unknown', 'protein metabolic process', 'positive regulation of metabolic process', 'cellular catabolic process']",4.0,0.7122,2.8147194079244215,4.203438111790015
71,140,AT2G43870,AT3G59850,140,AT2G43870,AT2G43870,at2g43870,67.0,11.85681896,118.1996654,0.9514,0.11488333,83.47,"['response to chemical', 'carbohydrate metabolic process', 'response to endogenous stimulus', 'response to light stimulus', 'hydrolase activity', 'extracellular region']","['polygalacturonase activity', 'response to light stimulus', 'extracellular region', 'carbohydrate metabolic process', 'response to abscisic acid']",140,AT2G43870,AT3G59850,140,AT3G59850,AT3G59850,at3g59850,67.0,5.86521999,62.21681887,0.9514,0.11488333,83.47,"['carbohydrate metabolic process', 'hydrolase activity', 'extracellular region']","['extracellular region', 'carbohydrate metabolic process', 'polygalacturonase activity']",67.0,0.9514,2.0215471849675666,1.8998024577080086
72,141,AT2G44450,AT3G60130,141,AT2G44450,bglu15,bglu15,48.0,56.1290294,2628.474694,0.5179,0.114693956,89.15,"['other cellular processes', 'carbohydrate metabolic process', 'other metabolic processes', 'response to external stimulus', 'response to chemical', 'response to biotic stimulus', 'cell wall', 'Golgi apparatus', 'other cellular components', 'anatomical structure development', 'response to stress', 'multicellular organism development', 'biosynthetic process', 'secondary metabolic process', 'hydrolase activity', 'growth', 'extracellular region', 'cell differentiation']","['root morphogenesis', 'cell differentiation', 'carbohydrate metabolic process', 'secondary metabolic process', 'organic cyclic compound biosynthetic process', 'plant-type cell wall', 'beta-glucosidase activity', 'plant-type cell wall', 'defense response to other organism', 'tissue development', 'aromatic compound biosynthetic process', 'plant-type cell wall', 'plasmodesma', 'response to lipid', 'Golgi apparatus', 'developmental growth', 'extracellular region']",141,AT2G44450,AT3G60130,141,AT3G60130,bglu16,bglu16,48.0,254.2793587,702.6060699,1.5414,0.112754639,75.31,"['response to chemical', 'carbohydrate metabolic process', 'response to external stimulus', 'other cellular processes', 'other metabolic processes', 'response to biotic stimulus', 'response to light stimulus', 'response to stress', 'hydrolase activity', 'response to abiotic stimulus', 'extracellular region']","['response to water deprivation', 'beta-glucosidase activity', 'carbohydrate metabolic process', 'response to bacterium', 'amino acid metabolic process', 'extracellular region', 'response to lipid', 'defense response to fungus', 'extracellular region', 'response to light intensity', 'extracellular region']",48.0,,0.22073765517955904,3.741036131916856
73,701,AT2G33320,AT1G04540,701,AT2G33320,AT2G33320,at2g33320,7.0,17.62850918,2736.781269,1.5646,0.103796498,72.14,"['response to stress', 'unknown molecular functions', 'other biological processes', 'unknown cellular components']","['regulation of developmental process', 'molecular_function_unknown', 'cellular_component_unknown', 'defense response']",701,AT2G33320,AT1G04540,701,AT1G04540,AT1G04540,at1g04540,7.0,9.615707444,11117.2664,1.5646,0.103796498,71.98,"['cell differentiation', 'unknown molecular functions', 'unknown cellular components', 'response to stress']","['defense response', 'molecular_function_unknown', 'cell differentiation', 'cellular_component_unknown']",7.0,1.5646,1.8333034030688837,0.24617393975554996
74,702,AT2G02950,AT1G14280,702,AT2G02950,pks1,pks1,3.0,28.98942355,369.5013833,0.9184,0.266114983,53.17,"['other cellular processes', 'response to external stimulus', 'tropism', 'response to light stimulus', 'protein binding', 'plasma membrane', 'signal transduction', 'cytoplasm', 'nucleus', 'response to abiotic stimulus']","['nucleus', 'cytoplasm', 'phototropism', 'protein binding', 'protein binding', 'plasma membrane', 'red or far-red light signaling pathway', 'red, far-red light phototransduction', 'positive gravitropism', 'response to far red light', 'protein binding', 'protein binding', 'protein binding', 'response to red light', 'protein binding']",702,AT2G02950,AT1G14280,702,AT1G14280,pks2,pks2,3.0,265.6098886,4247.60463,0.9184,0.266114983,53.14,"['tropism', 'response to light stimulus', 'plasma membrane', 'anatomical structure development', 'protein binding', 'multicellular organism development', 'nucleus']","['phototropism', 'plasma membrane', 'nucleus', 'leaf development', 'protein binding']",3.0,0.9184,0.10914286249958544,0.08699053124913841
75,703,AT1G74160,AT1G18620,133,AT1G74160,trm4,trm4,4.0,154.2560109,609.4877819,0.692,0.280491329,61.22,"['other cellular processes', 'cell growth', 'other cellular components', 'anatomical structure development', 'nucleus', 'growth', 'unknown molecular functions', 'cellular component organization']","['nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth', 'nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth', 'nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth']",703,AT1G74160,AT1G18620,133,AT1G18620,trm3,trm3,4.0,455.4551639,1004.138114,0.692,0.280491329,60.79,"['cellular component organization', 'other cellular processes', 'anatomical structure development', 'nucleus', 'growth', 'unknown molecular functions', 'cell growth']","['nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus']",4.0,0.692,0.3386853923866555,0.6069760458270982
76,703,AT1G74160,AT1G18620,703,AT1G74160,trm4,trm4,4.0,154.2560109,609.4877819,0.692,0.280491329,61.22,"['other cellular processes', 'cell growth', 'other cellular components', 'anatomical structure development', 'nucleus', 'growth', 'unknown molecular functions', 'cellular component organization']","['nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth', 'nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth', 'nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth']",703,AT1G74160,AT1G18620,703,AT1G18620,trm3,trm3,4.0,455.4551639,1004.138114,0.692,0.280491329,60.79,"['cellular component organization', 'other cellular processes', 'anatomical structure development', 'nucleus', 'growth', 'unknown molecular functions', 'cell growth']","['nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus']",4.0,0.692,0.3386853923866555,0.6069760458270982
77,703,AT1G74160,AT1G18620,827,AT1G74160,trm4,trm4,4.0,154.2560109,609.4877819,0.692,0.280491329,61.22,"['other cellular processes', 'cell growth', 'other cellular components', 'anatomical structure development', 'nucleus', 'growth', 'unknown molecular functions', 'cellular component organization']","['nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth', 'nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth', 'nucleus', 'nucleus', 'molecular_function_unknown', 'nucleus', 'regulation of monopolar cell growth', 'plasmodesma', 'unidimensional cell growth']",703,AT1G74160,AT1G18620,827,AT1G18620,trm3,trm3,4.0,455.4551639,1004.138114,0.692,0.280491329,60.79,"['cellular component organization', 'other cellular processes', 'anatomical structure development', 'nucleus', 'growth', 'unknown molecular functions', 'cell growth']","['nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'molecular_function_unknown', 'unidimensional cell growth', 'regulation of monopolar cell growth', 'nucleus', 'nucleus', 'nucleus', 'nucleus']",4.0,0.692,0.3386853923866555,0.6069760458270982
78,704,AT3G17770,AT1G48430,58,AT3G17770,AT3G17770,at3g17770,2.0,258.6899101,1291.471615,0.5342,0.145451142,86.56,"['response to chemical', 'other metabolic processes', 'catabolic process', 'carbohydrate metabolic process', 'response to biotic stimulus', 'cell communication', 'tropism', 'anatomical structure development', 'signal transduction', 'cytoplasm', 'response to abiotic stimulus', 'response to external stimulus', 'response to stress', 'cytosol', 'other biological processes', 'kinase activity', 'biosynthetic process', 'transferase activity', 'other cellular processes', 'response to endogenous stimulus', 'multicellular organism development', 'nucleobase-containing compound metabolic process']","['response to abscisic acid', 'hormone-mediated signaling pathway', 'leaf senescence', 'regulation of defense response', 'response to jasmonic acid', 'cytosol', 'response to salt stress', 'organic cyclic compound catabolic process', 'regulation of developmental process', 'salicylic acid mediated signaling pathway', 'monocarboxylic acid metabolic process', 'cellular response to lipid', 'response to water deprivation', 'glycerone kinase activity', 'cytoplasm', 'defense response to fungus', 'cellular catabolic process', 'inorganic ion homeostasis', 'organonitrogen compound catabolic process', 'glycerol catabolic process', 'regulation of signal transduction', 'regulation of gene expression', 'response to wounding', 'defense response to bacterium', 'negative regulation of biosynthetic process', 'tropism', 'regulation of RNA biosynthetic process', 'response to abscisic acid', 'hormone-mediated signaling pathway', 'leaf senescence', 'regulation of defense response', 'response to jasmonic acid', 'cytosol', 'response to salt stress', 'organic cyclic compound catabolic process', 'regulation of developmental process', 'salicylic acid mediated signaling pathway', 'monocarboxylic acid metabolic process', 'cellular response to lipid', 'response to water deprivation', 'glycerone kinase activity', 'cytoplasm', 'defense response to fungus', 'cellular catabolic process', 'inorganic ion homeostasis', 'organonitrogen compound catabolic process', 'glycerol catabolic process', 'regulation of signal transduction', 'regulation of gene expression', 'response to wounding', 'defense response to bacterium', 'negative regulation of biosynthetic process', 'tropism', 'regulation of RNA biosynthetic process']",704,AT3G17770,AT1G48430,58,AT1G48430,AT1G48430,at1g48430,2.0,140.1923305,339.5025544,0.5342,0.145451142,86.56,"['other cellular processes', 'catabolic process', 'carbohydrate metabolic process', 'other metabolic processes', 'kinase activity', 'cytoplasm', 'cytosol', 'transferase activity']","['cytoplasm', 'glycerol catabolic process', 'cytoplasm', 'glycerone kinase activity', 'cytosol', 'cytoplasm', 'glycerol catabolic process', 'cytoplasm', 'glycerone kinase activity', 'cytosol']",2.0,0.5342,1.8452500873434017,3.8040114816879855
79,704,AT3G17770,AT1G48430,704,AT3G17770,AT3G17770,at3g17770,2.0,258.6899101,1291.471615,0.5342,0.145451142,86.56,"['response to chemical', 'other metabolic processes', 'catabolic process', 'carbohydrate metabolic process', 'response to biotic stimulus', 'cell communication', 'tropism', 'anatomical structure development', 'signal transduction', 'cytoplasm', 'response to abiotic stimulus', 'response to external stimulus', 'response to stress', 'cytosol', 'other biological processes', 'kinase activity', 'biosynthetic process', 'transferase activity', 'other cellular processes', 'response to endogenous stimulus', 'multicellular organism development', 'nucleobase-containing compound metabolic process']","['response to abscisic acid', 'hormone-mediated signaling pathway', 'leaf senescence', 'regulation of defense response', 'response to jasmonic acid', 'cytosol', 'response to salt stress', 'organic cyclic compound catabolic process', 'regulation of developmental process', 'salicylic acid mediated signaling pathway', 'monocarboxylic acid metabolic process', 'cellular response to lipid', 'response to water deprivation', 'glycerone kinase activity', 'cytoplasm', 'defense response to fungus', 'cellular catabolic process', 'inorganic ion homeostasis', 'organonitrogen compound catabolic process', 'glycerol catabolic process', 'regulation of signal transduction', 'regulation of gene expression', 'response to wounding', 'defense response to bacterium', 'negative regulation of biosynthetic process', 'tropism', 'regulation of RNA biosynthetic process', 'response to abscisic acid', 'hormone-mediated signaling pathway', 'leaf senescence', 'regulation of defense response', 'response to jasmonic acid', 'cytosol', 'response to salt stress', 'organic cyclic compound catabolic process', 'regulation of developmental process', 'salicylic acid mediated signaling pathway', 'monocarboxylic acid metabolic process', 'cellular response to lipid', 'response to water deprivation', 'glycerone kinase activity', 'cytoplasm', 'defense response to fungus', 'cellular catabolic process', 'inorganic ion homeostasis', 'organonitrogen compound catabolic process', 'glycerol catabolic process', 'regulation of signal transduction', 'regulation of gene expression', 'response to wounding', 'defense response to bacterium', 'negative regulation of biosynthetic process', 'tropism', 'regulation of RNA biosynthetic process']",704,AT3G17770,AT1G48430,704,AT1G48430,AT1G48430,at1g48430,2.0,140.1923305,339.5025544,0.5342,0.145451142,86.56,"['other cellular processes', 'catabolic process', 'carbohydrate metabolic process', 'other metabolic processes', 'kinase activity', 'cytoplasm', 'cytosol', 'transferase activity']","['cytoplasm', 'glycerol catabolic process', 'cytoplasm', 'glycerone kinase activity', 'cytosol', 'cytoplasm', 'glycerol catabolic process', 'cytoplasm', 'glycerone kinase activity', 'cytosol']",2.0,0.5342,1.8452500873434017,3.8040114816879855
