locus|CommonName
AT4G28250|ATEXPB3,ATHEXP,EXPB3
AT4G28270|ATRMA2,RMA2
AT4G28280|LLG3
AT4G28320|AtMAN5,MAN5
AT4G28350|LecRK-VII.2
AT4G28365|AtENODL3,ENODL3
AT4G28370|FLY1
AT4G28390|AAC3,ATAAC3
AT4G28395|A7,ATA7
AT4G28470|ATRPN1B,RPN1B
AT4G28485|AtDMP7,DMP7
AT4G28490|HAE,RLK5
AT4G28500|ANAC073,NAC073,SND2
AT4G28510|ATPHB1,PHB1
AT4G28520|CRC,CRU3
AT4G28530|anac074,NAC074
AT4G28540|CKL6,PAPK1
AT4G28556|RIC7
AT4G28560|RIC7
AT4G28580|ATMGT5,MGT5,MRS2-6
AT4G28590|AtECB1,ECB1,MRL7,SVR4
AT4G28600|NPGR2
AT4G28610|AtPHR1,PHR1
AT4G28620|ABCB24,ATATM2,ATM2
AT4G28630|ABCB23,ATATM1,ATM1
AT4G28640|IAA11
AT4G28660|PSB28
AT4G28680|AtTYDC,TYDC,TYRDC,TYRDC1
AT4G28700|AMT1;4
AT4G28710|ATXIH,XIH
AT4G28720|YUC8
AT4G28730|GrxC5
AT4G28750|PSAE-1
AT4G28760|TRM20
AT4G28840|TIE1
AT4G28860|ckl4
AT4G28880|ckl3
AT4G28910|NINJA
AT4G28950|ARAC7,ATRAC7,ATROP9,RAC7,ROP9
AT4G28980|CAK1AT,CDKF;1
AT4G29010|AIM1
AT4G29040|RPT2a
AT4G29050|LecRK-V.9
AT4G29060|emb2726
AT4G29080|IAA27,PAP2
AT4G29130|ATHXK1,GIN2,HXK1
AT4G29140|ADS1
AT4G29150|IQD25
AT4G29160|SNF7.1
AT4G29170|ATMND1
AT4G29180|RHS16
AT4G29190|AtC3H49,AtOZF2,AtTZF3,OZF2,TZF3
AT4G29210|GGT3,GGT4
AT4G29220|PFK1
AT4G29230|anac075,NAC075
AT4G29330|DER1
AT4G29340|PRF4
AT4G29350|PFN2,PRF2,PRO2
AT4G29380|AtVPS15,VPS15
AT4G29430|rps15ae
AT4G29460|PLA2-GAMMA
AT4G29470|PLA2-DELTA
AT4G29510|ATPRMT11,ATPRMT1B,PRMT11,PRMT1B
AT4G29540|AtLpxA,LpxA
AT4G29658|PRA1.C
AT4G29660|EMB2752
AT4G29670|ACHT2
AT4G29720|ATPAO5,PAO5
AT4G29730|MSI5,NFC5
AT4G29740|ATCKX4,CKX4
AT4G29800|PLA,PLP8
AT4G29810|ATMKK2,MK1,MKK2
AT4G29820|ATCFIM-25,CFIM-25
AT4G29830|SKI8,VIP3
AT4G29840|MTO2,TS
AT4G29860|ALT2,AtDSE1,DSE1,EMB2757,TAN
AT4G29880|PIRL7
AT4G29900|ACA10,ATACA10,CIF1
AT4G29910|ATORC5,EMB2798,ORC5
AT4G29920|SMXL4
AT4G29940|PRHA
AT4G30064|LCR61
AT4G30070|LCR59
AT4G30080|ARF16
AT4G30110|ATHMA2,HMA2
AT4G30120|ATHMA3,HMA3
AT4G30140|CDEF1
AT4G30160|ATVLN4,VLN4
AT4G30190|AHA2,HA2,PMA2
AT4G30200|VEL1,VIL2
AT4G30210|AR2,ATR2
AT4G30220|RUXF
AT4G30260|YIP4b
AT4G30270|MERI-5,MERI5B,SEN4,XTH24
AT4G30280|ATXTH18,XTH18
AT4G30290|ATXTH19,XTH19
AT4G30300|ABCE3,ATNAP15,NAP15
AT4G30340|ATDGK7,DGK7
AT4G30350|SMXL2
AT4G30360|ATCNGC17,CNGC17
AT4G30370|IDF1
AT4G30430|TET9
AT4G30440|GAE1
AT4G30480|AtTPR1,TPR1
AT4G30510|ATATG18B,ATG18B
AT4G30520|SARK
AT4G30530|GGP1
AT4G30550|GGP3
AT4G30560|ATCNGC9,CNGC9
AT4G30580|ATS2,EMB1995,LPAT1
AT4G30590|AtENODL12,ENODL12
AT4G30610|BRS1,SCPL24
AT4G30700|MEF29
AT4G30710|QWRF8
AT4G30720|PDE327
AT4G30810|scpl29
AT4G30850|HHP2
AT4G30860|ASHR3,SDG4
AT4G30870|ATMUS81,MUS81
AT4G30890|UBP24
AT4G30920|AtLAP2,LAP2
AT4G30930|NFD1
AT4G30935|ATWRKY32,WRKY32
AT4G30950|FAD6,FADC,SFD4
AT4G30960|ATCIPK6,CIPK6,SIP3,SNRK3.14
AT4G30980|LRL2
AT4G30996|NKS1
AT4G31010|mCSF1
AT4G31050|LIP2
AT4G31120|ATPRMT5,PRMT5,SKB1
AT4G31160|DCAF1
AT4G31240|AtNRX2,NRX2
AT4G31290|AtGGCT2;2,GGCT2;2
AT4G31300|PBA1
AT4G31370|FLA5
AT4G31380|FLP1
AT4G31390|ABC1K1,ACDO1,AtACDO1,PGR6
AT4G31400|AtCTF7,CTF7,ECO1
AT4G31420|REIL1
AT4G31500|ATR4,CYP83B1,RED1,RNT1,SUR2
AT4G31540|ATEXO70G1,EXO70G1
AT4G31550|ATWRKY11,WRKY11
AT4G31560|HCF153
AT4G31580|AtRSZ22,At-RSZ22,RSZ22,RSZP22,SRZ22,SRZ-22
AT4G31590|ATCSLC05,ATCSLC5,CSLC05,CSLC5
AT4G31600|UTr7
AT4G31610|ATREM1,REM1
AT4G31670|UBP18
AT4G31700|RPS6,RPS6A
AT4G31710|ATGLR2.4,AUG8,GLR2.4
AT4G31720|STG1,TAF10,TAFII15
AT4G31730|GDU1
AT4G31750|WIN2
AT4G31770|ATDBR1,DBR1
AT4G31780|EMB2797,MGD1,MGDA,UGT81A1
AT4G31800|ATWRKY18,WRKY18
AT4G31805|POLAR
AT4G31820|ENP,MAB4,NPY1
AT4G31840|AtENODL15,ENODL15
AT4G31850|PGR3
AT4G31870|ATGPX7,GPX7
AT4G31900|CHR7,PKR2
AT4G31910|BAT1,PIZ
AT4G31920|ARR10,RR10
AT4G31950|CYP82C3
AT4G31970|CYP82C2
AT4G31990|AAT3,ASP5,ATAAT1
AT4G32010|HSI2-L1,HSL1,VAL2
AT4G32040|KNAT5
AT4G32070|Phox4
AT4G32150|ATVAMP711,VAMP711
AT4G32170|CYP96A2
AT4G32180|ATPANK2,PANK2
AT4G32200|ASY2
AT4G32210|SDH3-2
AT4G32260|PDE334
AT4G32280|IAA29
AT4G32300|SD2-5
AT4G32320|APX6
AT4G32400|ATBT1,EMB104,EMB42,SHS1
AT4G32410|ANY1,AtCESA1,CESA1,RSW1
AT4G32450|MEF8S
AT4G32490|AtENODL4,ENODL4
AT4G32500|AKT5,KT5
AT4G32520|AtSHMT3,SHM3
AT4G32540|YUC,YUC1
AT4G32551|LUG,RON2
AT4G32570|TIFY8
AT4G32650|ATKC1,AtLKT1,KAT3,KC1
AT4G32660|AME3
AT4G32690|ATGLB3,GLB3
AT4G32710|PERK14
AT4G32720|AtLa1,La1
AT4G32730|ATMYB3R1,ATMYB3R-1,MYB3R1,MYB3R-1,PC-MYB1
AT4G32770|ATSDX1,VTE1
AT4G32810|ATCCD8,CCD8,MAX4
AT4G32830|AtAUR1,AUR1
AT4G32840|PFK6
AT4G32850|nPAP,PAP(IV),PAPS4
AT4G32880|ATHB8,ATHB-8,HB-8
AT4G32890|GATA9
AT4G32940|GAMMAVPE,GAMMA-VPE
AT4G32980|ATH1
AT4G33000|ATCBL10,CBL10,SCABP8
AT4G33010|AtGLDP1,GLDP1
AT4G33020|ATZIP9,ZIP9
AT4G33030|SQD1
AT4G33050|AtIQM1,EDA39,IQM1
AT4G33060|AtCYP57,CYP57
AT4G33070|AtPDC1,PDC1
AT4G33090|APM1,ATAPM1
AT4G33150|LKR,LKR/SDH,SDH
AT4G33200|ATXI-I,XI-15,XI-I
AT4G33210|SLOMO
AT4G33220|ATPME44,PME44
AT4G33240|FAB1A
AT4G33250|ATTIF3K1,EIF3K,TIF3K1
AT4G33260|AtCDC20.2,CDC20.2
AT4G33270|AtCDC20.1,CDC20.1
AT4G33300|ADR1-L1
AT4G33330|GUX2,PGSIP3
AT4G33350|AtTic22-IV,Tic22-IV
AT4G33360|FLDH
AT4G33410|ATSPPL1,SPPL1
AT4G33430|ATBAK1,ATSERK3,BAK1,ELG,RKS10,SERK3
AT4G33450|ATMYB69,MYB69
AT4G33460|ABCI10,ATNAP13,EMB2751
AT4G33465|SCRL22
AT4G33470|ATHDA14,HDA14
AT4G33495|RPD1
AT4G33510|DHS2
AT4G33520|AtHMAC6,HMA6,PAA1
AT4G33530|KUP5
AT4G33580|ATBCA5,BCA5
AT4G33630|EX1
AT4G33650|ADL2,APEM1,DRP3A,NOXY15
AT4G33680|AGD2
AT4G33770|ITPK2
AT4G33790|CER4,FAR3,G7
AT4G33880|RSL2
AT4G33920|APD5
AT4G33925|SSN2
AT4G33950|ATOST1,OST1,P44,SNRK2-6,SNRK2.6,SRK2E
AT4G33990|EMB2758
AT4G34000|ABF3,AtABF3,DPBF5
AT4G34020|AtDJ1C,DJ-1c,DJ1C
AT4G34030|MCCB
AT4G34040|MBR2
AT4G34050|CCoAOMT1
AT4G34060|DML3
AT4G34100|CER9,SUD1
AT4G34110|ATPAB2,PAB2,PABP2
AT4G34120|CBSX2,CDCP1,LEJ1
AT4G34131|UGT73B3
AT4G34135|UGT73B2
AT4G34138|UGT73B1
AT4G34160|CYCD3,CYCD3;1
AT4G34190|SEP1
AT4G34200|EDA9,PGDH1
AT4G34210|ASK11,SK11
AT4G34230|ATCAD5,CAD5,CAD-5
AT4G34240|ALDH3,ALDH3I1
AT4G34250|KCS16
AT4G34260|AXY8,FUC95A
AT4G34340|TAF8
AT4G34350|CLB6,HDR,ISPH
AT4G34370|ARI1,ATARI1
AT4G34390|XLG2
AT4G34410|RRTF1
AT4G34430|ATSWI3D,CHB3
AT4G34440|AtPERK5,PERK5
AT4G34460|AGB1,ATAGB1,ELK4
AT4G34470|ASK12,SK12
AT4G34490|ATCAP1,CAP,CAP1
AT4G34510|KCS17
AT4G34530|CIB1
AT4G34570|THY-2
AT4G34580|AtSFH1,COW1,SRH1
AT4G34590|ATB2,AtbZIP11,BZIP11,GBF6
AT4G34610|BLH6
AT4G34620|SSR16
AT4G34640|ERG9,SQS1
AT4G34650|SQS2
AT4G34680|GATA3
AT4G34700|AtCIB22,CIB22
AT4G34710|ADC2,ATADC2,SPE2
AT4G34720|ATVHA-C1,AVA-P1,VHA-C1
AT4G34730|RBF1
AT4G34740|ASE2,ATASE2,ATPURF2,CIA1,DOV1
AT4G34750|SAUR49
AT4G34760|SAUR50
AT4G34770|SAUR1
AT4G34790|SAUR3
AT4G34800|SAUR4
AT4G34810|SAUR5
AT4G34830|MRL1,PDE346
AT4G34840|ATMTAN2,ATMTN2,MTAN2,MTN2
AT4G34850|LAP5,PSKB
AT4G34860|A/N-InvB
AT4G34870|ATCYP1,ROC5
AT4G34890|ATXDH1,XDH1
AT4G34900|ATXDH2,XDH2
AT4G34940|ARO1
AT4G34970|ADF9
AT4G34980|SLP2
AT4G34990|AtMYB32,MYB32
AT4G35000|APX3
AT4G35010|BGAL11
AT4G35020|ARAC3,ATROP6,RAC3,RHO1PS,ROP6
AT4G35040|bZIP19
AT4G35050|MSI3,NFC3
AT4G35060|HIPP25
AT4G35090|CAT2
AT4G35100|PIP2;7,PIP3,PIP3A,SIMIP
AT4G35180|LHT7
AT4G35190|LOG5
AT4G35230|BSK1
AT4G35250|HCF244
AT4G35260|IDH1,IDH-I
AT4G35270|NLP2
AT4G35280|DAZ2
AT4G35290|ATGLR3.2,ATGLUR2,GLR3.2,GLUR2
AT4G35300|TMT2
AT4G35310|ATCPK5,CPK5
AT4G35350|XCP1
AT4G35390|AGF1,AHL25
AT4G35420|DRL1,TKPR1
AT4G35440|ATCLC-E,CLCE,CLC-E
AT4G35450|AFT,AKR2,AKR2A
AT4G35460|ATNTRB,NTR1,NTRB
AT4G35470|PIRL4
AT4G35480|RHA3B
AT4G35490|MRPL11
AT4G35520|ATMLH3,MLH3
AT4G35540|PTF2
AT4G35550|ATWOX13,HB-4,WOX13
AT4G35560|DAW1
AT4G35570|HMGB5,HMGD,NFD05,NFD5
AT4G35580|CBNAC,NTL9
AT4G35590|RKD5
AT4G35600|CST,CX32,Kin4
AT4G35620|CYCB2;2
AT4G35630|PSAT1
AT4G35640|ATSERAT3;2,SERAT3;2
AT4G35650|IDH-III
AT4G35740|ATRECQ3,RecQl3
AT4G35760|LTO1
AT4G35770|ATSEN1,DIN1,SEN1
AT4G35780|STY17
AT4G35783|DVL17,RTFL6
AT4G35790|ATPLDDELTA,PLDDELTA
AT4G35800|NRPB1,RNA_POL_II_LS,RNA_POL_II_LSRNA_POL_II_LS,RPB1
AT4G35830|ACO1
AT4G35860|ATGB2,ATRAB2C,ATRABB1B,GB2
AT4G35890|AtLARP1c,LARP1c
AT4G35900|atbzip14,FD,FD-1
AT4G35920|MCA1
AT4G35930|AtFBS4,FBS4
AT4G35950|ARAC6,ATRAC6,ATROP5,RAC2,RAC6,ROP5
AT4G35970|APX5
AT4G35987|CaM
AT4G36020|AtCSP1,CSDP1,CSP1
AT4G36030|ARO3
AT4G36040|DJC23,J11
AT4G36060|bHLH11
AT4G36070|CPK18
AT4G36110|SAUR9
AT4G36160|ANAC076,NAC076,VND2
AT4G36220|CYP84A1,FAH1
AT4G36240|GATA7
AT4G36250|ALDH3F1
AT4G36260|SRS2,STY2
AT4G36280|CRH1,MORC2
AT4G36290|AtMORC1,CRT1,MORC1
AT4G36350|ATPAP25,PAP25
AT4G36360|BGAL3
AT4G36380|ROT3
AT4G36400|D2HGDH
AT4G36410|UBC17
AT4G36450|ATMPK14,MPK14
AT4G36480|ATLCB1,EMB2779,FBR11,LCB1
AT4G36490|ATSFH12,SFH12
AT4G36540|BEE2
AT4G36570|ATRL3,RL3
AT4G36620|GATA19,HANL2
AT4G36630|EMB2754
AT4G36650|ATPBRP,PBRP
AT4G36670|AtPLT6,AtPMT6,PLT6,PMT6
AT4G36690|ATU2AF65A
AT4G36710|AtHAM4,HAM4
AT4G36720|HVA22K
AT4G36730|AtGBF1,GBF1
AT4G36740|ATHB40,HB40,HB-5
AT4G36760|APP1,ATAPP1
AT4G36780|BEH2
AT4G36800|RCE1
AT4G36810|AtGGPPS11,AtLSU,GGPPS11,GGPS1,LSU
AT4G36830|HOS3-1
AT4G36870|BLH2,SAW1
AT4G36880|CP1,RDL1
AT4G36890|IRX14
AT4G36900|DEAR4,RAP2.10
AT4G36910|CBSX1,CDCP2,LEJ2
AT4G36920|AP2,AtAP2,FL1,FLO2
AT4G36930|SPT
AT4G36940|NAPRT1
AT4G36950|MAPKKK21
AT4G36988|CPuORF49
AT4G37000|ACD2,ATRCCR
AT4G37010|CEN2
AT4G37040|MAP1D
AT4G37050|AtPLAIVC,PLA,PLAIII{beta},PLP4
AT4G37060|AtPLAIVB,PLA,PLP5
AT4G37070|AtPLAIVA,PLA,PLP1
AT4G37120|SMP2
AT4G37130|TCU1
AT4G37140|ATMES20,MEE69,MES20
AT4G37150|ATMES9,MES9
AT4G37160|sks15
AT4G37200|HCF164
AT4G37260|ATMYB73,MYB73
AT4G37270|ATHMA1,HMA1
AT4G37300|MEE59
AT4G37310|CYP81H1
AT4G37320|CYP81D5
AT4G37330|CYP81D4
AT4G37340|CYP81D3
AT4G37360|CYP81D2
AT4G37370|CYP81D8
AT4G37390|AUR3,BRU6,GH3-2,GH3.2,YDK1
AT4G37400|CYP81F3
AT4G37410|CYP81F4
AT4G37430|CYP81F1,CYP91A2
AT4G37450|AGP18,ATAGP18
AT4G37460|SRFR1
AT4G37470|KAI2
AT4G37490|CYC1,CYCB1,CYCB1;1
AT4G37540|LBD39
AT4G37580|COP3,HLS1,UNS2
AT4G37590|MEL1,NPY5
AT4G37610|BT5
AT4G37630|CYCD5;1
AT4G37640|ACA2
AT4G37650|SGR7,SHR
AT4G37670|NAGS2
AT4G37680|HHP4
AT4G37730|AtbZIP7,bZIP7
AT4G37740|AtGRF2,GRF2
AT4G37750|ANT,CKC,CKC1,DRG
AT4G37760|SQE3
AT4G37770|ACS8
AT4G37780|ATMYB87,MYB87
AT4G37790|HAT22
AT4G37800|XTH7
AT4G37840|HKL3
AT4G37870|PCK1,PEPCK
AT4G37890|EDA40
AT4G37910|mtHsc70-1
AT4G37925|NdhM,NDH-M
AT4G37930|SHM1,SHMT1,STM
AT4G37940|AGL21
AT4G37970|ATCAD6,CAD6
AT4G37980|ATCAD7,CAD7,ELI3,ELI3-1
AT4G37990|ATCAD8,CAD-B2,ELI3,ELI3-2
AT4G38000|DOF4.7
AT4G38060|CCI2
AT4G38100|CURT1D
AT4G38130|ATHD1,ATHDA19,HD1,HDA1,HDA19,RPD3A
AT4G38160|pde191
AT4G38170|FRS9
AT4G38180|FRS5
AT4G38190|ATCSLD4,CSLD4
AT4G38210|ATEXP20,ATEXPA20,ATHEXP,EXP20,EXPA20
AT4G38220|AQI
AT4G38230|ATCPK26,CPK26
AT4G38240|CGL,CGL1,GNTI
AT4G38270|GAUT3
AT4G38320|HHP5
AT4G38340|NLP3
AT4G38360|LAZ1
AT4G38390|RHS17
AT4G38400|ATEXLA2,ATEXPL2,ATHEXP,EXLA2,EXPL2
AT4G38420|sks9
AT4G38430|ATROPGEF1,ROPGEF1
AT4G38440|IYO
AT4G38460|AtSSU,GGR,SSU
AT4G38470|STY46
AT4G38510|AtVAB2,VAB2
AT4G38520|APD6
AT4G38530|ATPLC1,PLC1
AT4G38570|PIS2
AT4G38580|ATFP6,FP6,HIPP26
AT4G38590|BGAL14
AT4G38600|KAK,UPL3
AT4G38620|ATMYB4,MYB4
AT4G38630|ATMCB1,MBP1,MCB1,RPN10
AT4G38680|ATCSP2,CSDP2,CSP2,GRP2
AT4G38740|ROC1
AT4G38770|ATPRP4,PRP4
AT4G38800|ATMTAN1,ATMTN1,MTAN1,MTN1
AT4G38825|SAUR13
AT4G38830|CRK26
AT4G38840|SAUR14
AT4G38850|ATSAUR15,SAUR15,SAUR_AC1,SAUR-AC1
AT4G38860|SAUR16
AT4G38880|ASE3,ATASE3
AT4G38910|ATBPC5,BBR/BPC5,BPC5
AT4G38920|ATVHA-C3,AVA-P3,VHA-C3
AT4G38960|BBX19
AT4G38970|AtFBA2,FBA2
AT4G39000|AtGH9B17,GH9B17
AT4G39010|AtGH9B18,GH9B18
AT4G39030|EDS5,SCORD3,SID1
AT4G39070|BBX20,BZS1
AT4G39080|VHA-A3
AT4G39090|RD19,RD19A
AT4G39100|SHL1
AT4G39120|HISN7,IMPL2
AT4G39180|ATSEC14,SEC14
AT4G39210|APL3
AT4G39220|ATRER1A
AT4G39250|ATRL1,RL1,RSM2
AT4G39260|ATGRP8,CCR1,GRP8,GR-RBP8
AT4G39330|ATCAD9,CAD9
AT4G39340|EC1.4
AT4G39350|ATCESA2,ATH-A,CESA2
AT4G39370|UBP27
AT4G39390|ATNST-KT1,NST-K1
AT4G39400|ATBRI1,BIN1,BRI1,CBB2,DWF2
AT4G39403|PLS
AT4G39410|ATWRKY13,WRKY13
AT4G39460|SAMC1,SAMT1
AT4G39480|CYP96A9
AT4G39500|CYP96A11
AT4G39510|CYP96A12
AT4G39540|ATSK2,SK2
AT4G39620|ATPPR5,EMB2453
AT4G39640|GGT1
AT4G39650|GGT2
AT4G39660|AGT2
AT4G39710|FKBP16-2,PnsL4
AT4G39730|PLAT1
AT4G39740|HCC2
AT4G39770|TPPH
AT4G39800|ATIPS1,ATMIPS1,MI-1-P,MIPS1
AT4G39850|ABCD1,ACN2,AtABCD1,CTS,PED3,PXA1
AT4G39890|AtRABH1c,RABH1c
AT4G39910|ATUBP3,UBP3
AT4G39920|POR,TFC
AT4G39940|AKN2,APK2
AT4G39950|CYP79B2
AT4G39960|DJA5
AT4G39980|DHS1
AT4G39990|ATGB3,ATRAB11G,ATRABA4B,RABA4B
AT4G40010|SNRK2-7,SNRK2.7,SRK2F
AT4G40030|H3.3
AT4G40040|H3.3
AT4G40060|ATHB16,ATHB-16,HB16
AT4G40090|AGP3
AT4G40100|PRSL1
AT5G01040|LAC8
AT5G01060|BSK10
AT5G01100|FRB1
AT5G01180|AtNPF8.2,ATPTR5,NPF8.2,PTR5
AT5G01190|LAC10
AT5G01220|SQD2
AT5G01240|LAX1
AT5G01270|ATCPL2,CPL2
AT5G01310|APTX
AT5G01330|PDC3
AT5G01340|AtmSFC1,mSFC1
AT5G01360|TBL3
AT5G01370|ACI1,TRM29
AT5G01400|ESP4
AT5G01410|ATPDX1,ATPDX1.3,PDX1,PDX1.3,RSR4
AT5G01450|APD2
AT5G01490|ATCAX4,CAX4
AT5G01500|TAAC
AT5G01510|RUS5
AT5G01520|AIRP2,AtAIRP2
AT5G01530|LHCB4.1
AT5G01540|LECRKA4.1,LecRK-VI.2
AT5G01550|LECRKA4.2,LecRK-VI.3
AT5G01560|LECRKA4.3,LecRK-VI.4
AT5G01580|OSH1
AT5G01590|TIC56
AT5G01600|ATFER1,FER1
AT5G01620|TBL35
AT5G01630|ATBRCA2(V),BRCA2B,BRCA2(V)
AT5G01640|PRA1.B5
AT5G01680|ATCHX26,CHX26
AT5G01690|ATCHX27,CHX27
AT5G01730|ATSCAR4,SCAR4,WAVE3
AT5G01770|ATRAPTOR1A,RAPTOR1A,RAPTOR2
AT5G01810|ATPK10,CIPK15,PKS3,SIP2,SNRK3.1
AT5G01820|ATCIPK14,ATSR1,CIPK14,PKS24,SnRK3.15,SR1
AT5G01830|SAUR21
AT5G01840|ATOFP1,OFP1
AT5G01880|DAFL2
AT5G01890|PXC2
AT5G01900|ATWRKY62,WRKY62
AT5G01920|STN8
AT5G01930|AtMAN6,MAN6
AT5G02010|ATROPGEF7,ROPGEF7
AT5G02020|SIS
AT5G02030|BLH9,BLR,HB-6,LSN,PNY,RPL,VAN
AT5G02040|PRA1.A1
AT5G02100|ORP3A,UNE18
AT5G02120|OHP,PDE335
AT5G02130|NDP1
AT5G02150|Fes1C
AT5G02190|ATASP38,EMB24,PCS1
AT5G02200|FHL
AT5G02220|SMR4
AT5G02250|ATMTRNASEII,EMB2730,RNR1
AT5G02260|ATEXP9,ATEXPA9,ATHEXP,EXP9,EXPA9
AT5G02270|ABCI20,ATNAP9,NAP9
AT5G02290|NAK
AT5G02310|PRT6
AT5G02320|ATMYB3R5,MYB3R-5
AT5G02380|MT2B
AT5G02390|DAU1,TRM16
AT5G02400|PLL2
AT5G02410|ALG10
AT5G02470|DPA
AT5G02490|AtHsp70-2,Hsp70-2
AT5G02500|AT-HSC70-1,AtHsp70-1,HSC70,HSC70-1,HSP70-1
AT5G02520|KNL2
AT5G02560|HTA12
AT5G02600|NAKR1,NPCC6
AT5G02620|ANK1,ATANK1
AT5G02630|Cand6
AT5G02750|SGR9
AT5G02760|APD7
AT5G02770|MOS11
AT5G02780|GSTL1
AT5G02790|GSTL3
AT5G02800|CDL1
AT5G02810|APRR7,PRR7
AT5G02820|BIN5,RHL2
AT5G02840|LCL1
AT5G02880|UPL4
AT5G02900|CYP96A13
AT5G03040|iqd2
AT5G03070|IMPA-9
AT5G03080|LPPgamma
AT5G03140|LecRK-VIII.2
AT5G03150|JKD
AT5G03160|ATP58IPK,P58IPK
AT5G03170|ATFLA11,FLA11
AT5G03190|CPUORF47
AT5G03200|LUL1
AT5G03210|AtDIP2,DIP2
AT5G03240|UBQ3
AT5G03260|LAC11
AT5G03270|LOG6
AT5G03280|ATEIN2,CKR1,EIN2,ERA3,ORE2,ORE3,PIR2
AT5G03290|IDH-V
AT5G03300|ADK2
AT5G03310|SAUR44
AT5G03340|AtCDC48C
AT5G03415|ATDPB,DPB
AT5G03455|ACR2,ARATH;CDC25,AtACR2,CDC25
AT5G03470|ATB'
AT5G03520|ATRAB8C,ATRABE1D,ATRAB-E1D,RAB8C,RAB-E1D
AT5G03530|ATRAB,ATRAB18B,ATRABC2A,RABC2A
AT5G03540|ATEXO70A1,EXO70A1
AT5G03545|AT4,ATIPS2
AT5G03555|AtNCS1,NCS1
AT5G03570|ATIREG2,FPN2,IREG2
AT5G03630|ATMDAR2
AT5G03650|SBE2.2
AT5G03670|TRM28
AT5G03680|PTL
AT5G03690|AtFBA4,FBA4
AT5G03720|AT-HSFA3,HSFA3
AT5G03730|AtCTR1,CTR1,SIS1
AT5G03740|HD2C,HDT3
AT5G03760|ATCSLA09,ATCSLA9,CSLA09,CSLA9,RAT4
AT5G03770|AtKdtA,KDTA
AT5G03780|TRFL10
AT5G03790|ATHB51,HB51,LMI1
AT5G03800|EMB166,EMB175,EMB1899
AT5G03840|TFL1,TFL-1
AT5G03860|MLS
AT5G03910|ABCB29,ATATH12,ATH12
AT5G03940|54CP,CPSRP54,FFC,SRP54CP
AT5G03960|IQD12
AT5G04040|SDP1
AT5G04110|GYRB3
AT5G04130|GYRB2
AT5G04140|FD-GOGAT,GLS1,GLU1,GLUS
AT5G04150|BHLH101
AT5G04180|ACA3,ATACA3
AT5G04190|PKS4
AT5G04200|AtMC9,AtMCP2f,MC9,MCP2f
AT5G04220|ATSYTC,NTMC2T1.3,NTMC2TYPE1.3,SYT3,SYTC
AT5G04230|ATPAL3,PAL3
AT5G04240|ELF6
AT5G04260|WCRKC2
AT5G04280|AtRZ-1c,RZ-1c
AT5G04290|KTF1,SPT5L
AT5G04330|CYP84A4
AT5G04340|C2H2,CZF2,ZAT6
AT5G04360|ATLDA,ATPU1,LDA,PU1
AT5G04370|NAMT1
AT5G04410|anac078,NAC2
AT5G04430|BTR1,BTR1L,BTR1S
AT5G04470|SIM
AT5G04490|VTE5
AT5G04510|ATPDK1,PDK1
AT5G04530|KCS19
AT5G04540|AtMTM2,MTM2
AT5G04560|DME
AT5G04590|SIR
AT5G04620|ATBIOF,BIO4,BIOF
AT5G04630|CYP77A9
AT5G04640|AGL99
AT5G04660|CYP77A4
AT5G04720|ADR1-L2,PHX21
AT5G04740|ACR12
AT5G04770|ATCAT6,CAT6
AT5G04820|ATOFP13,OFP13
AT5G04850|VPS60.2
AT5G04870|ATCPK1,CPK1
AT5G04890|RTM2
AT5G04895|ABO6
AT5G04900|NOL
AT5G04930|ALA1
AT5G04940|SUVH1
AT5G04950|ATNAS1,NAS1
AT5G04990|ATSUN1,SUN1
AT5G05000|ATTOC34,OEP34,TOC34
AT5G05080|ATUBC22,UBC22
AT5G05150|ATATG18E,ATG18E,G18E
AT5G05160|RUL1
AT5G05170|ATCESA3,ATH-B,CESA3,CEV1,ELI1,IXR1,MRE1
AT5G05270|AtCHIL,CHIL
AT5G05280|DAF
AT5G05290|ATEXP2,ATEXPA2,ATHEXP,EXP2,EXPA2
AT5G05340|PRX52
AT5G05380|PRA1.B3
AT5G05390|LAC12
AT5G05410|DREB2,DREB2A
AT5G05440|PYL5,RCAR8
AT5G05460|AtENGase85A,ENGase85A
AT5G05470|ATEIF2-A2,EIF2,EIF2-A2
AT5G05490|AtREC8,DIF1,REC8,SYN1
AT5G05500|MOP10
AT5G05540|SDN2
AT5G05560|APC1,EMB2771
AT5G05580|AtFAD8,FAD8
AT5G05590|PAI2
AT5G05610|AL1
AT5G05620|ATGCP2,GCP2,TUBG2
AT5G05630|PUT3,RMV1
AT5G05660|ATNFXL2,EBI,NFXL2
AT5G05680|EMB2789,MOS7
AT5G05690|CBB3,CPD,CYP90,CYP90A,CYP90A1,DWF3
AT5G05700|ATATE1,ATE1,DLS1
AT5G05730|AMT1,ASA1,JDL1,TRP5,WEI2
AT5G05740|ATEGY2,EGY2
AT5G05760|ATSED5,ATSYP31,SED5,SYP31
AT5G05780|AE3,ATHMOV34,RPN8A
AT5G05810|ATL43
AT5G05850|PIRL1
AT5G05860|UGT76C2
AT5G05870|UGT76C1
AT5G05920|DHS,EDA22
AT5G05930|ATGC1,GC1
AT5G05940|ATROPGEF5,ROPGEF5
AT5G05950|MEE60
AT5G05970|NEDD1
AT5G05980|ATDFB,DFB,FPGS1
